cui_1,relship,cui_2
C0020402,NEG_ADMINISTERED_TO,C0030705
C0281169,CAUSES,C0011065
C1113649,PREDISPOSES,C0036983
C0079189,AFFECTS,C0162336
C0746883,PREDISPOSES,C3806166
C0533668,PREDISPOSES,C0036690
C0533668,PREDISPOSES,C0036983
C1397014,ASSOCIATED_WITH,C0746883
C3849511,PREDISPOSES,C0036690
C3849511,PREDISPOSES,C0036983
C0087111,TREATS,C0036690
C0038174,CAUSES,C1264606
C1264606,COEXISTS_WITH,C0085393
C1325881,PROCESS_OF,C0038174
C0033684,INTERACTS_WITH,C0081786
C1418464,ASSOCIATED_WITH,C3714514
C0013216,TREATS(INFER),C0009402
C0796392,PREDISPOSES,C1861172
C0742969,PROCESS_OF,C1516213
C0013216,TREATS(INFER),C1861172
C0796392,ADMINISTERED_TO,C0030705
C0023413,INTERACTS_WITH,C0016360
C0392920,USES,C0796392
C0003320,ASSOCIATED_WITH,C0040053
C0255161,PREDISPOSES,C0005779
C0012634,PROCESS_OF,C0012984
C0012984,LOCATION_OF,C0255161
C0012984,NEG_LOCATION_OF,C0255161
C0255161,compared_with,C0255161
C0052799,ADMINISTERED_TO,C0012984
C0255161,COEXISTS_WITH,C0544357
C0006826,PROCESS_OF,C0012984
C0040034,PROCESS_OF,C0012984
C0684256,PROCESS_OF,C0012984
C0255161,ASSOCIATED_WITH,C0684256
C0255161,PART_OF,C0012984
C0255161,CAUSES,C0600502
C0600502,PROCESS_OF,C0012984
C0036690,CAUSES,C0026766
C0854327,CAUSES,C0026766
C0019063,PRECEDES,C0472686
C0019063,TREATS,C0036983
C0947734,TREATS,C1457887
C0055003,ISA,C0361823
C0055003,NEG_TREATS,C0030705
C0361823,TREATS,C0746883
C0066005,ISA,C0006968
C1096253,PROCESS_OF,C0030705
C0014118,PROCESS_OF,C0317789
C0220825,TREATS,C4288965
C0876973,PROCESS_OF,C4288965
C2926735,AFFECTS,C0023530
C0023530,AFFECTS,C0876973
C0016914,CAUSES,C0004610
C0153452,PROCESS_OF,C0030705
C0007367,ASSOCIATED_WITH,C3714514
C0007367,ASSOCIATED_WITH(SPEC),C0014118
C0014118,ISA,C3714514
C0014118,PROCESS_OF(SPEC),C0086418
C0242417,ASSOCIATED_WITH,C3714514
C0242417,ASSOCIATED_WITH(SPEC),C0014118
C0016978,PROCESS_OF,C0025266
C0002499,NEG_AFFECTS,C0042313
C0002499,NEG_AFFECTS,C1260298
C0002680,NEG_AFFECTS,C0042313
C0002680,NEG_AFFECTS,C1260298
C0007561,NEG_AFFECTS,C0042313
C0007561,NEG_AFFECTS,C1260298
C0008947,NEG_AFFECTS,C0042313
C0008947,NEG_AFFECTS,C1260298
C0014806,NEG_AFFECTS,C0042313
C0014806,NEG_AFFECTS,C1260298
C0030842,NEG_AFFECTS,C0042313
C0030842,NEG_AFFECTS,C1260298
C0225326,TREATS,C0036983
C0023722,ISA,C0022885
C0019063,TREATS,C0376618
C0376618,COEXISTS_WITH,C0036983
C1510438,USES,C0031752
C0027692,ISA,C0031752
C0003232,INTERACTS_WITH,C3494793
C0066005,INTERACTS_WITH(SPEC),C3494793
C0450442,TREATS,C3714514
C0184666,METHOD_OF,C0040732
C0004610,ISA,C0036690
C0004610,CAUSES,C0036690
C0006826,NEG_PROCESS_OF,C0030705
C3875265,PROCESS_OF,C0001675
C0003232,TREATS(INFER),C3875265
C3875265,PROCESS_OF,C0030705
C0200949,DIAGNOSES,C0042029
C0332149,PREDISPOSES,C0009566
C0003864,PROCESS_OF,C0317887
C0016277,TREATS(INFER),C0023449
C0042749,PRECEDES,C0024305
C0002726,COEXISTS_WITH,C0024305
C0221014,COEXISTS_WITH,C0024305
C0268380,COEXISTS_WITH,C0079744
C0010823,AFFECTS,C4055506
C0003873,PREDISPOSES,C0221014
C0221014,PROCESS_OF,C0030705
C1321919,CAUSES,C0422837
C1709846,DIAGNOSES,C0001490
C1709846,DIAGNOSES,C0010825
C1709846,DIAGNOSES,C0014644
C1709846,DIAGNOSES,C0019381
C1709846,DIAGNOSES,C0032556
C0001367,ADMINISTERED_TO,C0030705
C0017066,ADMINISTERED_TO,C0030705
C0003442,ADMINISTERED_TO,C0030705
C0017066,TREATS,C1709854
C0017066,PREVENTS,C0042769
C0318129,CAUSES,C0004610
C0029189,TREATS,C0153594
C0150866,CAUSES,C0343401
C0940933,NEG_PROCESS_OF,C0025266
C0004590,CAUSES,C0036690
C0009450,ISA,C0221198
C0009450,PROCESS_OF(SPEC),C0030705
C0023886,PROCESS_OF,C0030705
C0267830,PROCESS_OF,C0030705
C0019994,LOCATION_OF,C0523459
C0011847,PREDISPOSES,C0012634
C0796494,LOCATION_OF,C0011991
C0796494,LOCATION_OF,C0150312
C0004610,PROCESS_OF,C1187839
C0085469,ISA,C0004611
C1510483,ADMINISTERED_TO,C0030705
C1510483,DIAGNOSES,C0153504
C0270724,PROCESS_OF,C0030705
C0009566,COEXISTS_WITH,C0025060
C0025066,LOCATION_OF,C0442867
C1510483,DIAGNOSES,C0442867
C0042133,CAUSES,C0178879
C1261317,LOCATION_OF,C0178879
C0041951,LOCATION_OF,C0028778
C1261317,LOCATION_OF,C0028778
C0042133,CAUSES,C0036690
C0012621,PART_OF,C4267704
C0020699,TREATS,C0028778
C0023467,PROCESS_OF,C0870221
C0200949,DIAGNOSES,C0085082
C0319911,CAUSES,C0085082
C0319911,ISA,C0016832
C0002679,NEG_TREATS,C0030705
C0064113,TREATS,C1262313
C0279068,PROCESS_OF,C0008059
C3241937,PROCESS_OF,C0008059
C0042680,ISA,C0042679
C1252992,TREATS,C0008059
C1252992,TREATS(INFER),C0376545
C0009447,PROCESS_OF,C0030705
C0009447,PROCESS_OF,C1257890
C0018939,COEXISTS_WITH,C0085669
C0027651,COEXISTS_WITH,C0001175
C0027651,COEXISTS_WITH,C0008679
C0440790,LOCATION_OF,C0027651
C0036685,AFFECTS,C3714514
C0036685,PROCESS_OF,C0008059
C0032529,PROCESS_OF,C1413391
C0036690,COEXISTS_WITH,C0332149
C1328050,TREATS,C0023467
C1328050,TREATS(INFER),C0036690
C1413391,NEG_ASSOCIATED_WITH,C0036690
C1417054,NEG_ASSOCIATED_WITH,C0036690
C0065661,NEG_PREVENTS,C0036690
C0279033,NEG_PREVENTS,C0036690
C0279033,USES,C0065661
C0018920,COEXISTS_WITH,C0008350
C0018920,PROCESS_OF,C0008059
C0205054,LOCATION_OF,C0018920
C0008350,PROCESS_OF,C0001675
C0008350,PROCESS_OF,C0030705
C0018920,PROCESS_OF,C0001675
C0018920,PROCESS_OF,C0030705
C0018920,PROCESS_OF,C0043210
C0272229,COEXISTS_WITH,C0272126
C0038317,AUGMENTS,C0008350
C0040034,CAUSES,C0011065
C0740985,CAUSES,C0011065
C0008350,PROCESS_OF,C0008059
C0679006,PROCESS_OF,C1516213
C0206074,TREATS,C0030705
C0013216,PRECEDES,C0199470
C0023885,COEXISTS_WITH,C0036690
C0318152,CAUSES,C0036690
C0013216,ADMINISTERED_TO,C0012984
C0023530,PROCESS_OF,C0012984
C0280100,PROCESS_OF,C0012984
C0013089,TREATS,C0012984
C0013089,TREATS(INFER),C0024299
C0042679,TREATS,C0012984
C0042679,TREATS(INFER),C0024299
C0332149,PREDISPOSES,C0036690
C2315751,DIAGNOSES,C0376358
C1277615,PROCESS_OF,C0030705
C2315751,METHOD_OF,C0005558
C0005558,DIAGNOSES,C0033581
C0150312,COEXISTS_WITH,C0011849
C0030705,USES,C0179800
C0026187,TREATS,C0019693
C0039194,LOCATION_OF,C1326120
C0887947,TREATS,C0019693
C0026187,ISA,C0003232
C1538067,PART_OF,C0039215
C0039215,LOCATION_OF,C1327414
C0026187,AFFECTS,C1155065
C0042776,INTERACTS_WITH,C0019682
C0600558,USES,C0040845
C0040845,TREATS,C0860564
C0860564,PROCESS_OF,C0030705
C1879507,TREATS,C0030705
C1879507,TREATS(INFER),C0023487
C0016277,AFFECTS,C0877445
C0011900,PRECEDES,C1516635
C0001779,PREDISPOSES,C0877445
C0343401,CAUSES,C0600327
C0343401,PROCESS_OF,C0030705
C1847498,PROCESS_OF,C0030705
C0600327,PROCESS_OF,C0025266
C0600327,COEXISTS_WITH,C0039082
C0238013,COEXISTS_WITH,C0267094
C0401074,LOCATION_OF,C0153436
C0019294,LOCATION_OF,C0153436
C0000731,PROCESS_OF,C0025266
C0030193,PROCESS_OF,C0025266
C0022116,COEXISTS_WITH,C0036983
C0016976,LOCATION_OF,C0855057
C0024419,AFFECTS,C2267003
C0009450,PREDISPOSES,C0024419
C0002880,PREDISPOSES,C0024419
C1527336,PREDISPOSES,C0024419
C0314752,CAUSES,C0149778
C0184918,PRECEDES,C0436307
C2603343,MEASURES,C1705241
C0011900,DIAGNOSES,C0019682
C0015767,PROCESS_OF,C0007450
C0042776,PROCESS_OF,C0680063
C0005767,LOCATION_OF,C0883062
C0036087,LOCATION_OF,C0883062
C0162735,PROCESS_OF,C0007450
C0578150,PROCESS_OF,C0030705
C0003232,TREATS,C0870668
C0746883,PROCESS_OF,C0870668
C0036983,COEXISTS_WITH,C0376545
C2603343,MEASURES,C0040223
C0746883,PREDISPOSES,C0036983
C0009429,TREATS,C0023449
C0663241,TREATS,C0008059
C0663241,TREATS(INFER),C0006826
C0663241,ADMINISTERED_TO,C0008059
C0178784,LOCATION_OF,C0019621
C0040808,USES,C0663241
C0030685,TREATS,C0030705
C0030685,TREATS(INFER),C0036690
C0030685,USES,C0123759
C0014518,PROCESS_OF,C1708335
C0026473,PART_OF,C0030705
C0026473,PRODUCES,C0021760
C0026473,PRODUCES,C0085295
C0026473,PRODUCES,C1416402
C0026473,LOCATION_OF,C0021760
C0026473,LOCATION_OF,C0021764
C0026473,LOCATION_OF,C0085295
C0030705,LOCATION_OF,C0015733
C0001486,PROCESS_OF,C1709854
C0040739,TREATS,C0030705
C0042749,OCCURS_IN,C0027361
C0001339,ISA,C0012634
C0260194,TREATS,C0030705
C1719672,PREDISPOSES,C0036983
C1504389,TREATS,C0334634
C0032285,ISA,C3714514
C1719672,CAUSES,C0015967
C0150312,CAUSES,C0301889
C1416467,COEXISTS_WITH,C1700887
C1156210,PROCESS_OF,C1416467
C1416467,LOCATION_OF,C1156210
C3829684,LOCATION_OF,C1156210
C0011306,PART_OF,C0037993
C3540595,AFFECTS,C1516031
C0004610,PROCESS_OF,C0085472
C0001830,CAUSES,C3714514
C0085472,CAUSES,C0004610
C0003232,NEG_AFFECTS,C0042765
C1622204,PART_OF,C0015767
C0042776,INTERACTS_WITH,C1079230
C0022877,LOCATION_OF,C0011906
C0020443,COEXISTS_WITH,C0008679
C0020443,PROCESS_OF,C1999167
C0020538,COEXISTS_WITH,C0008679
C0020538,PROCESS_OF,C1999167
C0028754,COEXISTS_WITH,C0008679
C0028754,PROCESS_OF,C1999167
C0008377,ASSOCIATED_WITH,C0012634
C0008377,ASSOCIATED_WITH(SPEC),C0006826
C0008377,ASSOCIATED_WITH(SPEC),C0032285
C0008377,ASSOCIATED_WITH(SPEC),C0036690
C0008377,ASSOCIATED_WITH(SPEC),C0497327
C0032285,ISA,C0012634
C0229671,LOCATION_OF,C0008377
C0497327,ISA,C0012634
C2926602,ASSOCIATED_WITH,C0392209
C2926602,ASSOCIATED_WITH,C1998319
C0267762,PROCESS_OF,C0032804
C0036983,PROCESS_OF,C0032804
C0267762,MANIFESTATION_OF,C0039538
C0020507,CAUSES,C0000833
C0020507,CAUSES,C0024894
C0020507,PROCESS_OF,C0007450
C0929301,LOCATION_OF,C0000833
C0929301,LOCATION_OF,C0024894
C0929301,LOCATION_OF,C0020507
C0205097,LOCATION_OF,C0929301
C0009555,DIAGNOSES,C0023518
C0009555,DIAGNOSES,C0553669
C0011079,TREATS,C0151799
C0009566,PROCESS_OF,C0007450
C0013103,TREATS,C0007450
C0013103,TREATS(INFER),C0009566
C2037866,TREATS,C0007450
C2037866,TREATS(INFER),C0009566
C1510932,TREATS,C0009566
C1136254,TREATS(INFER),C0015967
C1533699,TREATS,C0023467
C0035052,TREATS,C0030705
C0035052,TREATS(INFER),C0023467
C0002893,PROCESS_OF,C0030705
C1533699,ADMINISTERED_TO,C0030705
C0085605,CAUSES,C0011065
C1533699,TREATS,C0030705
C1533699,TREATS(INFER),C0023467
C0004610,CAUSES,C0276085
C0276085,ISA,C0037274
C0152972,COEXISTS_WITH,C0276085
C0014834,CAUSES,C0276085
C0221198,PROCESS_OF,C0025266
C0276085,ISA,C0221198
C0276085,PROCESS_OF(SPEC),C0025266
C0025080,USES,C0475311
C0040290,USES,C0025080
C0600327,PROCESS_OF,C0021270
C0600327,OCCURS_IN,C1257890
C0600327,OCCURS_IN(SPEC),C0001675
C0011933,DIAGNOSES,C0004610
C0030705,LOCATION_OF,C0021760
C1709854,LOCATION_OF,C3540595
C0020964,PROCESS_OF,C4288965
C0683201,PROCESS_OF,C1709854
C0459425,PROCESS_OF,C0030705
C0006826,AFFECTS,C0042338
C0042338,PROCESS_OF,C0027361
C0042338,PROCESS_OF,C0030705
C0201594,USES,C0920508
C0683201,PROCESS_OF,C0599755
C0026718,CAUSES,C0267537
C0393525,PROCESS_OF,C0030705
C0007760,PROCESS_OF,C0043210
C0011854,PROCESS_OF,C0043210
C0007765,LOCATION_OF,C0004398
C0597032,INTERACTS_WITH,NA
NA,INTERACTS_WITH,C1441055
C0162638,AFFECTS,C0036690
C1136254,NEG_ADMINISTERED_TO,C0030705
C3812881,DIAGNOSES,C0004610
C0004610,ASSOCIATED_WITH,C4075643
C0376545,COEXISTS_WITH,C0004610
C0279516,NEG_ADMINISTERED_TO,C0030705
C0025266,USES,C0935727
C0260217,CAUSES,C0085082
C0006141,LOCATION_OF,C0007097
C0007097,PROCESS_OF,C0043210
C3668831,PROCESS_OF,C0043210
C0036690,PRECEDES,C0678222
C0007584,METHOD_OF,C0152060
C0013574,LOCATION_OF,C0007097
C0085533,TREATS,C0006142
C0040071,TREATS,C0026896
C0042749,AFFECTS,C0030705
C0677850,TREATS,C0024141
C0162638,COEXISTS_WITH,C0006826
C0036690,COEXISTS_WITH,C0009488
C0068899,ISA,C0543467
C0004610,NEG_COEXISTS_WITH,C0876973
C1326202,PROCESS_OF,C0003062
C0079189,PART_OF,C0024109
C0021756,ADMINISTERED_TO,C1516213
C0026187,PREVENTS,C0004610
C0035608,PREVENTS,C0004610
C0085590,PREVENTS,C0004610
C0030705,LOCATION_OF,C0021756
C0199975,PREVENTS,C0004610
C0199975,TREATS,C0007134
C0199975,TREATS,C0025202
C0010711,TREATS,C0001675
C0026259,TREATS,C0001675
C0281603,TREATS,C0001675
C0085117,METHOD_OF,C0022169
C3806166,COEXISTS_WITH,C0004610
C3161394,DIAGNOSES,C1881236
C1273869,PREVENTS,C0028778
C1273869,PREVENTS,C4534318
C0678341,PROCESS_OF,C0028661
C0543467,TREATS(INFER),C0027651
C0004610,COEXISTS_WITH,C0011603
C0004610,PROCESS_OF,C0318137
C1519353,PROCESS_OF,C0030705
C0743086,ASSOCIATED_WITH,C0004611
C0023896,CAUSES,C1623038
C0040732,TREATS(INFER),C1623038
C3241937,CAUSES,C1623038
C0023884,LOCATION_OF,C0161816
C0040732,TREATS,C0023891
C0040732,TREATS,C1623038
C0040732,TREATS,C0267809
C0004425,PROCESS_OF,C0005595
C0221198,PROCESS_OF,C1633987
C0275524,PROCESS_OF,C0005595
C0004425,PROCESS_OF,C1633987
C0006159,PROCESS_OF,C0008051
C0360714,INHIBITS,C0023779
C1293116,TREATS,C0012634
C0004238,COEXISTS_WITH,C0006826
C0004238,COEXISTS_WITH,C0018801
C0004238,COEXISTS_WITH,C0019080
C0004238,COEXISTS_WITH,C0029456
C0004238,COEXISTS_WITH,C0086543
C0004238,COEXISTS_WITH,C0242383
C0004238,COEXISTS_WITH,C0497327
C0004238,COEXISTS_WITH,C4055183
C0360714,TREATS,C0003850
C0360714,TREATS,C0012634
C0360714,TREATS,C0020473
C0037083,PROCESS_OF,C0242821
C0599740,AFFECTS,C1152691
C0004610,PROCESS_OF,C2760205
C0022885,DIAGNOSES,C0004610
C0521377,LOCATION_OF,C1439275
C1439275,PROCESS_OF,C0030705
C2919913,ISA,C0004611
C0007847,PROCESS_OF,C0043210
C0032105,PART_OF,C0043210
C0007847,MANIFESTATION_OF,C0343641
C0005767,LOCATION_OF,C3872595
C0007873,PROCESS_OF,C0043210
C0042749,PROCESS_OF,C0043210
C0032105,LOCATION_OF,C2923668
C0699749,NEG_AFFECTS,C0042749
C0999806,INTERACTS_WITH,C0007867
C0009410,TREATS,C0006826
C0444567,LOCATION_OF,C0041582
C0085652,ISA,C0037274
C0021390,ISA,C0012634
C0011079,TREATS,C0392618
C0001617,TREATS,C0085652
C0848193,USES,C0016318
C1624602,CAUSES,C0398648
C0343401,PROCESS_OF,C0008059
C0185115,NEG_TREATS,C0009566
C4510188,PROCESS_OF,C0030705
C0842093,ADMINISTERED_TO,C0030705
C3896693,PART_OF,C1184743
C0015663,PROCESS_OF,C0030705
C0842093,ISA,C0005961
C0842093,PRECEDES,C0005961
C0842093,TREATS,C0030705
C0842093,TREATS(INFER),C0023467
C0027651,CAUSES,C0004364
C0005758,ISA,C0012634
C0005758,PROCESS_OF(SPEC),C0027361
C0023646,PROCESS_OF,C0030705
C1266142,CAUSES,C0748324
C0019080,COEXISTS_WITH,C0030312
C0949091,PROCESS_OF,C0870221
C3177188,USES,C0002679
C0036690,COEXISTS_WITH,C0023467
C0036690,PROCESS_OF,C0014344
C1510438,METHOD_OF,C1511790
C1441604,DIAGNOSES,C0150312
C0040808,TREATS,C0019829
C0040808,TREATS,C0679246
C0242602,PRECEDES,C1708063
C0242602,PRECEDES,C0879265
C1708063,PRECEDES,C0879265
C0879265,TREATS,C0544452
C0879265,TREATS,C1521726
C1522577,TREATS,C0544452
C0040808,TREATS(INFER),C0019829
C0085669,COEXISTS_WITH,C0010674
C0010674,COEXISTS_WITH,C0023467
C0023418,ISA,C0442867
C0024305,ISA,C0023418
C0015970,PROCESS_OF,C0030705
C0015970,PROCESS_OF,C0870602
C1412002,ISA,C0027651
C0030896,TREATS,C0030705
C0030896,TREATS(INFER),C0027651
C0039194,LOCATION_OF,C0027651
C0383429,TREATS,C0030705
C0383429,TREATS(INFER),C0027651
C0032520,DIAGNOSES,C1516680
C1860127,AFFECTS,C0450254
C0383429,ASSOCIATED_WITH,C0027651
C0033581,PROCESS_OF,C0006303
C0006309,PROCESS_OF,C2700280
C0018681,ISA,C1457887
C0005558,DIAGNOSES,C2937421
C0009566,NEG_PROCESS_OF,C0030705
C0445801,CAUSES,C0029118
C0021294,PROCESS_OF,C0030705
C3714514,PROCESS_OF,C1999167
C0885445,ISA,C0450442
C2827774,USES,C0003232
C0054066,AFFECTS,C1514892
C0449411,COEXISTS_WITH,C3714514
C0206693,PROCESS_OF,C0030705
C0004610,PROCESS_OF,C0006303
C0006309,CAUSES,C0015967
C0030600,TREATS,C0266270
C0030600,TREATS,C0877373
C0266270,PART_OF,C0025266
C0266270,PART_OF,C0030705
C0020517,COEXISTS_WITH,C3714514
C0030705,USES,C1717820
C0007561,AFFECTS,C3714514
C0007561,AFFECTS(SPEC),C0004610
C0007561,AFFECTS,C0004610
C0393851,COMPLICATES,C0036690
C0229613,LOCATION_OF,C1961099
C0442874,PROCESS_OF,C0030705
C0042679,CAUSES,C0018378
C0042679,CAUSES,C0152025
C0042679,CAUSES,C0154738
C0042679,CAUSES,C0393819
C0152964,COEXISTS_WITH,C0850572
C0850572,PROCESS_OF,C0030705
C0152964,CAUSES,C0035021
C0152964,COEXISTS_WITH,C1112748
C0850572,COEXISTS_WITH,C0004610
C0004610,PROCESS_OF,C0445867
C0349532,PROCESS_OF,C0030705
C1335483,PROCESS_OF,C0025266
C4319695,ASSOCIATED_WITH,C0036983
C4319695,ASSOCIATED_WITH,C1290884
C4319695,INTERACTS_WITH,C3896693
C0021757,STIMULATES,C0670896
C0079460,STIMULATES,C0670896
C1417530,STIMULATES,C0670896
C0229664,LOCATION_OF,NA
C0018183,LOCATION_OF,C0162493
C0670896,AFFECTS,C0162493
C1514161,PRODUCES,NA
C0002556,TREATS,C1516213
C0006968,TREATS,C1516213
C0949665,TREATS,C1516213
C3536856,TREATS,C1516213
C0079240,MEASURES,C0220898
C0153661,PROCESS_OF,C0030705
C0079189,AFFECTS,C0205082
C0079189,ASSOCIATED_WITH,C0940933
C0085198,TREATS,C1257890
C1168005,USES,C3714764
C2926606,PREDISPOSES,C0153661
C0343401,ISA,C3714514
C0343401,PROCESS_OF(SPEC),C0008059
C0210666,CAUSES,C3714514
C3714514,COEXISTS_WITH,C0686744
C0343401,NEG_PROCESS_OF(SPEC),C0001675
C0343401,NEG_PROCESS_OF(SPEC),C0008059
C3714514,NEG_PROCESS_OF,C0001675
C3714514,NEG_PROCESS_OF,C0008059
C0343401,PROCESS_OF(SPEC),C0030705
C0210666,AFFECTS,C3714514
C0210666,AFFECTS(SPEC),C0343401
C0008059,LOCATION_OF,C0229664
C2827365,CAUSES,C3714514
C0003232,NEG_ADMINISTERED_TO,C0008059
C1842211,NEG_PROCESS_OF,C1516213
C0078988,ISA,C1257890
C0347646,PROCESS_OF,C1257890
C0347646,PROCESS_OF(SPEC),C0078988
C0543467,TREATS,C0031154
C0012813,PROCESS_OF,C0078988
C1836407,PROCESS_OF,C1516213
C0011065,ASSOCIATED_WITH,C0023530
C0011065,ASSOCIATED_WITH,C0578491
C0038250,LOCATION_OF,C0432487
C0920571,COEXISTS_WITH,C0042749
C1373218,COEXISTS_WITH,C0042749
C0079904,AFFECTS,C1519748
C0029939,LOCATION_OF,C0024302
C0919267,MANIFESTATION_OF,C0024299
C0919267,PROCESS_OF,C0008059
C3179010,compared_with,C1705576
C3179010,TREATS,C0376545
C0035243,ISA,C3714514
C1705576,PREDISPOSES,C0032285
C3179010,PREDISPOSES,C0032285
C0040771,TREATS,C0030705
C0040771,TREATS(INFER),C0341742
C0040771,TREATS(INFER),C4293696
C4293696,PROCESS_OF,C0030705
C0006098,TREATS,C0796563
C0796563,PROCESS_OF,C0030705
C0217532,STIMULATES,C0023206
C0217532,ASSOCIATED_WITH,C0746883
C0040228,MEASURES,C0217532
C0229671,LOCATION_OF,C0217532
C0217532,ASSOCIATED_WITH(INFER),C0746883
C0217532,PART_OF,C0008059
C0004610,OCCURS_IN,C0008059
C0013216,TREATS(INFER),C0004610
C0008059,LOCATION_OF,C1312737
C1312737,PART_OF,C1749467
C0225336,LOCATION_OF,C1312737
C0225336,PART_OF,C0225990
C1312737,AFFECTS,C0005778
C0021710,LOCATION_OF,C2603343
C0686744,PROCESS_OF,C0030705
C0014441,MEASURES,C1312737
C0008059,NEG_LOCATION_OF,C1312737
C0280100,ISA,C0012634
C0280100,AFFECTS,C0006837
C1764827,PART_OF,C0319878
C0006837,LOCATION_OF,C0537894
C0260217,LOCATION_OF,C0537894
C1764827,PART_OF,C0260217
C0006837,LOCATION_OF,C1764827
C0038536,COEXISTS_WITH,C0036690
C0011900,PRECEDES,C0198482
C0036983,PREDISPOSES,C0376545
C0036983,PROCESS_OF,C0870668
C0242966,NEG_PROCESS_OF,C0030705
C0005847,LOCATION_OF,C0087086
C0024109,LOCATION_OF,C0522569
C0035222,COEXISTS_WITH,C0242656
C0034052,LOCATION_OF,C0005767
C0024109,LOCATION_OF,C0005558
C0024109,LOCATION_OF,C0040395
C0024109,LOCATION_OF,C0745114
C0267537,PROCESS_OF,C0030705
C0267537,PROCESS_OF,C0008059
C0267537,PROCESS_OF,C1516213
C0145779,PART_OF,C1749467
C0004610,PROCESS_OF,C2986511
C0033621,ASSOCIATED_WITH,C0004610
C0319899,ISA,C0006836
C2603343,USES,C0032520
C0178913,NEG_PART_OF,C0005767
C1510438,DIAGNOSES,C0085393
C1511790,USES,C0009498
C0085076,TREATS,C0678222
C0185468,USES,C0182209
C0012634,PROCESS_OF(SPEC),C0043210
C0043210,ISA,C1257890
C0600327,ISA,C0012634
C0600327,PROCESS_OF(SPEC),C1257890
C3649547,TREATS,C0030705
C3649547,TREATS(INFER),C0023895
C3649547,TREATS(INFER),C0085605
C1112209,PROCESS_OF,C0001675
C1260298,TREATS,C1516213
C1260298,TREATS,C0032285
C4055223,PROCESS_OF,C0030705
C1260298,TREATS,C0011991
C0013227,TREATS,C3714514
C1260298,TREATS,C3714514
C0010711,TREATS,C3714514
C0010711,compared_with,C0092801
C0010711,ADMINISTERED_TO,C0030705
C0011015,ADMINISTERED_TO,C0030705
C0092801,TREATS,C3714514
C0206655,NEG_PART_OF,C0016832
C0206655,NEG_PART_OF,C0029235
C0043227,ISA,C0441471
C0003308,TREATS,C1262313
C1268551,ISA,C0003308
C1268551,TREATS(SPEC),C1262313
C1142738,ISA,C1268551
C1142738,ASSOCIATED_WITH,C0746883
C1142738,ASSOCIATED_WITH,C0877445
C0013227,TREATS,C0004030
C0013227,COEXISTS_WITH,C0003308
C0013227,INTERACTS_WITH,C1142738
C0205082,COEXISTS_WITH,C0026946
C1882062,PROCESS_OF,C0376387
C0036690,PRECEDES,C0393851
C0042679,TREATS,C0023449
C0842857,TREATS,C0030705
C0842857,TREATS,C3898473
C0021853,PART_OF,C0030705
C0315222,CAUSES,C0149801
C0315222,ASSOCIATED_WITH,C0017160
C0042149,LOCATION_OF,C0877373
C0030971,PROCESS_OF,C0031831
C0537894,TREATS,C0877445
C0537894,TREATS(INFER),C0877445
C0537894,ASSOCIATED_WITH,C0376545
C0004610,PROCESS_OF,C0686815
C0396565,TREATS,C0030705
C0396565,TREATS(INFER),C0836924
C0836924,PROCESS_OF,C0030705
C0457506,PROCESS_OF,C0030705
C1096021,PREVENTS,C0009566
C0006104,LOCATION_OF,C0010709
C0743997,PROCESS_OF,C0030705
C0004398,DIAGNOSES,C0154724
C0154724,PROCESS_OF,C0040557
C0012634,PREDISPOSES,C0029118
C0678026,TREATS(INFER),C0746883
C0033522,USES,C0184661
C1262313,OCCURS_IN,C0030705
C0036690,COMPLICATES,C0281293
C0019829,ISA,C0012634
C1518060,AFFECTS,C0016248
C0019693,PROCESS_OF,C0030705
C0877153,COMPLICATES,C0019693
C0877153,COMPLICATES,C0019829
C0036690,AFFECTS,C0544452
C2827774,TREATS,C0030705
C2827774,TREATS(INFER),C0009324
C0010346,PROCESS_OF,C0030705
C0035110,TREATS,C0009324
C0035110,TREATS,C0009566
C0035110,TREATS,C0030705
C0035110,TREATS,C0032580
C0035110,TREATS,C0341332
C4048604,CAUSES,C0085082
C1145701,TREATS,C0030705
C1565489,PROCESS_OF,C0030705
C0032285,AFFECTS,C3714514
C0848816,PRECEDES,C0032285
C0023508,DIAGNOSES,C0848816
C0275518,PROCESS_OF,C0030705
C0015767,CAUSES(SPEC),C0011581
C0015767,ISA,C0035366
C0035366,CAUSES,C0011581
C0312759,CAUSES,C0010813
C1332656,CAUSES,C0010813
C1367710,CAUSES,C0010813
C0040300,LOCATION_OF,NA
NA,INTERACTS_WITH,C0005515
NA,AFFECTS,C0162638
C0007634,LOCATION_OF,C0162638
C1155229,AFFECTS,C0003315
C1155229,AFFECTS,C0039194
NA,CAUSES,C0004364
NA,CAUSES,C0006826
NA,CAUSES,C0020517
NA,CAUSES,C0524851
NA,CAUSES,C3714514
C0597357,CAUSES,C0004364
C0597357,CAUSES,C0006826
C0597357,CAUSES,C0020517
C0597357,CAUSES,C0524851
C0597357,CAUSES,C3714514
C0042749,PREDISPOSES,C0085090
C0085090,PROCESS_OF,C0030705
C0887947,ADMINISTERED_TO,C0030705
C0042749,PREDISPOSES,C0024299
C1167909,USES,C4048280
C1609502,PROCESS_OF,C0030705
C0030548,TREATS(INFER),C0010340
C0038435,PROCESS_OF,C0030705
C0030548,TREATS,C0392209
C0030548,ADMINISTERED_TO,C0030705
