pmid,cui
15389118,C0040048
15389118,C0019080
15389118,C2350307
15389118,C0003850
15389118,C0006826
15389118,C0036690
15389118,C0333565
15387696,C0004610
15387696,C0037993
15387696,C0577305
15386338,C0006826
15386338,C0877445
15386338,C0006836
15386338,C3714514
15386338,C0023418
15386338,C0023530
15386338,C0006837
15386338,C0871261
15386305,C0006826
15386305,C1096243
15386305,C0278704
15386305,C1145640
15386305,C0860239
15386305,C1136254
15386305,C0027651
15386305,C0030705
15386305,C1515119
15386305,C0085082
15386305,C3714514
15382275,C0013216
15382275,C0023449
15382275,C0035020
15382275,C0001629
15382275,C0016263
15382275,C0012634
15382275,C0376152
15382275,C0040808
15382275,C0600688
15380280,C0036690
15380280,C0206373
15380280,C0079773
15380280,C0042313
15380058,C0033572
15380058,C0282638
15380058,C0009450
15380058,C0450442
15373888,C0030182
15373888,C0023418
15373888,C0085082
15372220,NA
15372220,C0279068
15372220,C0039288
15372220,C2886794
15370667,C0343939
15370667,C0085669
15370218,C0026946
15370218,C0376545
15370218,C0022877
15370218,C0030705
15370218,C0035701
15370218,C0004611
15370218,C0683454
15370218,C0001138
15370218,C0008862
15370218,C0010148
15370218,C1000473
15370218,C1014144
15370218,C0004610
15370218,C0015967
15368097,C0085082
15368097,C0376545
15368097,C1764827
15365052,C0315137
15365052,C0004610
15365052,C0278484
15359916,C1116142
15359916,C0007642
15359916,C0023449
15359916,C0005841
15359916,C0079459
15359916,C0301944
15359415,C0018133
15359415,C0023884
15359415,C0035956
15359415,C0009566
15359386,C0524865
15359386,C3812881
15359386,C0035412
15359386,C0085606
15359386,C0543478
15359386,C0010651
15359386,C4534426
15359384,C0019994
15359384,C0206624
15359384,C0013216
15359384,C1373218
15359384,C0542559
15359384,C0005558
15359384,C0015250
15357155,C0314752
15357155,C0006826
15357155,C0744471
15357155,C0003232
15357155,C0014344
15357155,C0022727
15357155,C0033808
15357155,C0445842
15357155,C1264774
15353140,C4534318
15353140,C3714514
15353140,C0018155
15347907,C0006142
15347907,C0013216
15347907,C0019993
15344953,C0014644
15344953,C0369169
15344953,C0432487
15323466,C0036037
15323466,C0184661
15322937,C0006826
15322937,C3714514
15322937,C0679246
15322937,C0001138
15322937,C0014344
15322937,C0022727
15322937,C0030705
15322937,C1514892
15318274,C0376545
15318274,C3714514
15318274,C0746883
15318274,C2744535
15318274,C0015967
15318274,C0024299
15318274,C0085669
15318274,C0085467
15318274,C1764827
15318274,C0008809
15318274,C0020028
15318274,C0304320
15313532,C0319878
15313532,C0018563
15311141,C0036690
15309590,C0036983
15309590,C0006826
15309590,C0565990
15307598,C0036690
15307426,C0023290
15307426,C0042749
15307426,C0524910
15307426,NA
15307426,C0018270
15307029,C0023467
15307029,C0597198
15307029,C3463824
15305408,C0007137
15305408,C0008838
15305408,C0016360
15305408,C0023413
15305408,C0460004
15305408,C0040808
15305408,C0144576
15305408,C0210630
15305408,C0023530
15305408,C0215136
15296992,C0015811
15296992,C0522647
15296992,C0027651
15296992,C0015809
15296992,C0019999
15296992,C0021107
15296992,C0040188
15296992,C0009566
15293584,C0917707
15293584,C0018563
15287382,C0004610
15287382,C0746883
15287382,C0006560
15287382,C0015967
15287382,C0021760
15287382,C0072027
15287382,C0079633
15287382,C1419799
15287382,C0450442
15287382,C0005516
15284269,C2886794
15284269,C0035608
15284269,C0006826
15284269,C0007430
15284269,C0018155
15284269,C4534318
15276911,C0229671
15276911,C1261322
15276911,C0002723
15276911,C0005767
15276911,C0030705
15276911,C1290884
15276911,C0072027
15276911,C0543467
15276911,C0006560
15276911,C0004623
15276911,C0027651
15276911,C0036690
15276911,C4321237
15276911,C0004364
15264705,C0008049
15264705,C0023449
15264705,C0042338
15264705,C0406537
15264705,C0319873
15264705,C0848397
15264705,C0037284
15261351,C0013216
15261351,C0015967
15261351,C0023530
15261351,C1704729
15261351,C0746883
15261351,C0004610
15257756,C0123931
15257756,C0877373
15257756,C0282460
15257756,C1708063
15257756,C0677946
15257756,C0036983
15257756,C0016360
15256824,C0015965
15256824,C0023467
15256824,C0854467
15252712,C0004561
15252712,C0024299
15252712,C0872054
15252712,C0003158
15252427,C0006826
15252427,C0746883
15252427,C0009488
15252427,C1964029
15252427,C0184661
15250016,C1299597
15250016,C0002499
15250016,C0018939
15250016,C3714514
15250016,C0027950
15250016,C0023418
15250016,C1836407
15250016,C0023530
15250015,C3714514
15250015,C0006968
15250015,C3536856
15250015,C0006837
15250015,C0016277
15250015,C0002679
15250015,C0023467
15250015,C1859430
15249410,NA
15249410,C0006826
15249410,C0009375
15249410,C0009378
15249410,C0150312
15249410,C0677898
15249410,C0221198
15239141,C0015689
15239141,C0232786
15239141,C0003695
15239141,C0206058
15225364,C0024141
15225364,C0017296
15225364,C0003320
15225364,C0030705
15225364,C0014644
15225364,C0149678
15225364,C0012854
15225364,C4314157
15223554,C1709246
15223554,C0229671
15223554,C1633987
15223554,C0016318
15221617,scale
15221617,C0004610
15221617,C0021760
15221617,C0376545
15221617,C0015967
15221617,C0032285
15221617,C0006560
15221617,C0746883
15219164,C0027651
15213620,C0079459
15213620,C0085198
15213620,C0206035
15213620,C3714514
15213620,C0014859
15213620,C0030705
15211082,C0018155
15211082,C0042313
15211082,C0145106
15211082,C0376545
15211082,C0015967
15211082,C0559546
15206278,C0024623
15206278,C0728899
15206278,C0005767
15206278,C0086045
15200189,C0010340
15200189,C0018674
15200189,C0018802
15200189,C0030695
15200189,C0034072
15200189,C0035222
15200189,C0036983
15200189,C0264714
15200189,C0273112
15200189,C1701940
15191383,C1955133
15191383,C0001699
15191383,C0014834
15191383,C1764827
15191383,C0001138
15191383,C0014344
15191383,C0279068
15188844,C0376545
15188844,C0010340
15188844,C0004610
15188844,C2728259
15188844,C3272283
15188839,C0014806
15188839,C0030842
15187995,C0006812
15187995,C0877373
15187995,C2603343
15180816,C0015733
15180816,C0036690
15180816,C0315276
15180816,C0086818
15180816,C0005821
15180816,C0004610
15173955,C0086444
15173955,C1511497
15173955,C0877373
15173955,C0014518
15173955,C1513041
15173955,C1261473
15173955,C1521726
15173955,C0876994
15166750,C0021853
15166750,C0314761
15166750,C0009373
15166750,C0180694
15166750,C0009375
15166750,C0023890
15166750,C0699791
15166750,C0017185
15166750,C0038351
15166750,C0341439
15166750,C3714514
15166750,C4289767
15160931,C1504389
15160931,C0596545
15160931,C0005758
15160352,C1705576
15160352,C2826293
15160352,C0204727
15160352,C0472699
15160352,C0085082
15160352,C0023530
15160352,C0040732
15160352,C0011065
15160352,C0678026
15160352,C0002679
15160352,C0562638
15156446,C0006826
15156446,C2826293
15156446,C1188853
15156446,C0015967
15150077,C1011982
15150077,C0042749
15150077,C0014644
15150077,C1332225
15150077,C1373218
15150077,C0149678
15143986,C0152013
15143986,C2936739
15143986,C0262975
15143986,C1844383
15143986,C3809722
15143986,C0007137
15143986,C0039082
15143986,C0042993
15143986,C3887645
15143986,C0005558
15143986,C0151825
15143986,C1096653
15143986,C0024109
15143986,C1831741
15143986,C0087111
15128635,C2349952
15128635,C0018827
15128635,C0729936
15128635,C0010075
15128635,C0034065
15128635,C0087086
15128635,C0410256
15128635,C1850039
15126166,C0315096
15126166,C0036690
15126166,C0015392
15126166,C0009676
15126166,C0015300
15126166,C0015967
15126166,C0030332
15126166,C0240607
15126166,C0003232
15126166,C0006826
15126166,C0007102
15126166,C0311392
15125550,C1718195
15124141,C0006840
15124141,C3714514
15124141,C0537894
15100393,C0002680
15100393,C0526513
15100393,C0004610
15100393,C0023467
15100393,C0042313
15100393,C0746883
15100393,C0663241
15100393,C2368066
15100393,C1136254
15100393,C1764827
15100393,C1707479
15098185,C0006104
15098185,C0024485
15098185,C0003635
15098185,C0005954
15098185,C0024419
15095217,C0006826
15095217,C0877445
15095217,C1145640
15095217,C0185115
15095217,C0678026
15090801,C0439663
15090801,C0887947
15090801,C1167909
15090801,C1511790
15090801,C0012854
15090801,C0032105
15084634,C0004610
15084634,C0006826
15077798,C0004422
15077798,C0042776
15077798,C0001779
15077798,C0042749
15077798,C0040300
15077798,C3714584
15077798,C0004421
15077798,C0018916
15075985,C0019196
15075985,C0024305
15075985,C0439656
15075985,C0035525
15075985,C1710602
15075985,C0079731
15071946,C0009566
15071063,C0718566
15071063,C1764827
15071063,C0430335
15064346,C0729536
15061211,C0011991
15061211,C0000737
15061211,C0015967
15061211,C0023530
15061211,C0036983
15061211,C1136254
15061211,C1457887
15060423,C0012739
15060423,C0277942
15060423,C0005961
15060423,C0013216
15060423,C0015450
15060423,C0016129
15060423,C0302295
15060423,C0005841
15060423,C1457868
15060423,C0005558
15060423,C0015385
15060423,C0151799
15060423,C0015230
15057569,C0280100
15057569,C3714514
15057569,C0442867
15057569,C1299622
15057569,C0023530
15057569,C0376545
15051769,C0004610
15051769,C0006826
15051769,C0036974
15051769,C0152964
15051769,C0010711
15051769,C2924432
15029030,C0004610
15028885,C0004422
15028885,C1681480
15028885,C0033770
15028885,C0009630
15028885,C0016263
15028885,C0024264
15028885,C0848543
15028885,C1709846
15028885,C0042749
15028885,C0021044
15028885,C0010583
15028885,C1373218
15020853,C0001175
15020853,C0023290
15020853,C0150312
15020289,C0319882
15020289,C0376545
15020289,C2826293
15020289,C0016277
15020289,C0064113
15020289,C0085082
15020289,C1764827
15020289,C0004504
15020289,C0877445
15020289,C1964257
15014065,C0318157
15014065,C0205721
15014065,C1764827
15014065,C0279068
15014065,C0376545
15014065,C3714514
15014065,C0014806
15007704,C0023449
15007704,C0343431
15007704,C3539666
15003897,C0026718
15003897,C0026946
15003897,C0376545
15003897,C0152060
15003897,C0011079
15003897,C0018939
15003897,C0085669
15003897,C0087111
14997128,C0003232
14997128,C0376443
14997128,C0004610
14997128,C0152018
14997128,C3540840
14997128,C0035648
14997128,C0199176
14997128,C1880510
14992395,C0003872
14986165,C0032285
14986165,C0029119
14986163,C3279150
14986163,C0004611
14986163,C0005961
14986163,C0867389
14986163,C0025303
14986077,C0016277
14986077,C0280100
14986077,C0877445
14981757,NA
14981757,C0023890
14981757,C2239176
14981757,C0027362
14981757,C0026882
14981757,C0524909
14972504,C0014518
14972504,C0007138
14972504,C1185740
14972504,C0232804
14959780,C0012854
14959780,C0439663
14959780,C1301094
14959780,C4321237
14959780,C0001175
14959780,C0036220
14959780,C2744535
14959780,NA
14870792,C0205721
14768751,C0020789
14768751,C0600688
14768751,C3898878
14768751,C0015576
14768751,C0413365
14768751,C0018787
14768751,C0013227
14768751,C0018802
14768751,C0078257
14761154,C0023038
14761154,C0349006
14760540,C0036690
14758881,C0023449
14758881,C0085082
14758881,C0015967
14752869,C0024299
14752869,C0280100
14752869,C0746883
14752869,C1299597
14750539,C2239176
14750539,C0042749
14750539,NA
14750539,C2744535
14750539,C0599755
14750539,C4042908
14750539,C0151763
14748326,C0026764
14748326,C0036690
14747450,C2238079
14747450,C0718566
14745876,C0023467
14745876,C1262313
14745876,C3179010
14745876,C3463824
14745876,C0040808
14745876,C4528176
14745876,C2004062
14745876,C1145701
14745876,C4521099
14745874,C0023467
14745874,C0553576
14745874,C3179010
14745874,C4528176
14745874,C0016277
14745874,C0064113
14745874,C0026946
14743060,C0036690
14743060,C0206624
14743049,C0004610
14743049,C0013216
14743049,C0015967
14743049,C0023530
14743049,C0798503
14743049,C0744471
14743049,C0278704
14743049,C0020517
14735386,C0085472
14735386,C0001830
14735386,C0004610
14734986,C0006826
14734986,C0036690
14727170,C3714514
14727170,C0006826
14727170,C1112211
14727170,C0275524
14727170,C0001138
14727170,C0318290
14727170,C0036690
14727170,C0445623
14723368,C0004610
14723368,C0023418
14723368,C0250480
14723368,C0018133
14723365,C0004610
14723365,C0746883
14723365,C0006118
14723365,C0006826
14723365,C0333355
14723365,C0002499
14723365,C0304320
14723365,C0003205
14722046,C0333139
14719759,C0018787
14719759,C0019829
14719759,C0006142
14719759,C1882536
14719759,C0205042
14719759,C0011331
14719759,C3258293
14719759,C0002921
14719759,C0010054
14700501,C0026946
14700501,C0023530
14700501,C1262313
14700501,C0029119
14700405,C0205721
14700405,C0376545
14700405,C0596130
14700405,C0010356
14700404,C0004610
14700404,C0338237
14697085,C0036690
14697085,C0042629
14697085,C0302592
14697085,C0341439
14695663,C0019163
14695663,C0220847
14695663,C0019169
14695663,C0023884
14695663,C0030705
14695663,C0229671
14695663,C0439663
14695663,C1511790
14695663,C2239176
14695663,C0369332
14695663,C0736268
14695447,C0011220
14695447,C0220847
14695447,C0341439
14695447,C0019189
14695447,C0023890
14695447,C0267797
14695447,C2239176
14695447,C1764827
14691655,C0002199
14691655,C0015980
14691655,C0524910
14691655,C0021747
14691655,C1415900
14691655,C2239176
14691655,C0042749
14689234,C0317732
14689234,C0339965
14689234,C3179010
14689233,C1705576
14689233,C1504389
14689233,C0162481
14688832,C0018965
14688832,C0022646
14688832,C0543467
14688832,C1266044
14688580,C0393080
14688580,C0238013
14688580,C1961099
14688579,C0004610
14688579,C0278714
14688579,C0185115
14688579,C0012634
14687989,C0854866
14687989,C2347678
14687989,C0031928
14687989,C1368771
14687989,C0242602
14687989,C2347610
14687989,C0600688
14685030,C0004422
14685030,C0042769
14685030,C0008051
14685030,C0042749
14685030,C0805206
14685030,C1681480
14675682,C0009566
14675682,C0699889
14675682,C3694424
14675682,C0541653
14675682,C0042449
14675682,C0029925
14675682,C0699129
14675682,C0860239
14675682,C0030705
14675682,C0149871
14675682,C0032787
14675682,C1717820
14675333,C0085669
14675333,C0600457
14675333,C0005954
14675333,C0011900
14671614,C0004610
14671614,C0442867
14671614,C0013216
14671614,C0018939
14671614,C0024299
14671614,C0014653
14671614,C0033809
14671614,C1630409
14667205,C0272170
14667205,C0013216
14667205,C3714584
14661443,C0746883
14661443,C0013216
14661443,C0940933
14661443,C0066005
14661443,C0015967
14661443,C0001824
14661443,C0445625
14661443,C0006826
14655036,C0318256
14655036,C0004610
14655036,C0015385
14651568,C0023418
14651568,C0320090
14651568,C0012634
14651568,C0074992
14651568,C0085669
14651568,C0276085
14651568,C0150866
14641626,C0013216
14641626,C0085082
14641626,C0393080
14648751,C0019144
14648310,C0085669
14648310,C0191115
14648310,C3179010
14648310,C2750515
14648310,C0940933
14636484,C0023449
14636484,C0085082
14636484,C0006836
14636484,C0003864
14636484,C0030705
14636484,C0026946
14636189,C0004036
14636189,C0276652
14635008,C0042749
14635008,C1709846
14635008,NA
14635008,C0229671
14631617,C0013216
14631617,C0152964
14631617,C0004610
14631617,C0041044
14631617,C0436503
14631617,C0027651
14631617,C0318157
14616756,C0004610
14616756,C0318137
14616756,C0450254
14616756,C0376545
14616727,C0004610
14616727,C0023418
14616727,C0024299
14616727,C0085479
14616727,C0376545
14616727,C0013216
14615889,C0020094
14615889,C0023434
14615889,C0020097
14615889,C0005767
14615889,C0024264
14615889,C0039194
14615889,C0152486
14615889,C3714514
14615441,C0949665
14615441,C3714514
14615441,C0028365
14615441,C0015967
14601089,C0015133
14601089,C0144576
14601089,C0356799
14601089,C1516224
14601089,C1328504
14601089,C0392920
14601089,C0036690
14601089,C0600688
14601089,C0011065
14601089,C0015672
14601089,C0013162
14596346,C0004610
14596346,C0085669
14596346,NA
14596346,C0015967
14596346,C0029235
14596346,C0036685
14596346,C0314752
14587059,C0023473
14587059,C0034050
14587059,C0024109
14587059,C0184922
14587059,C0235896
14587059,NA
14587059,C0520991
14586478,C0940933
14586478,C0023467
14586478,C3714514
14586478,C1262313
14586478,C0013216
14586478,C0344211
14586478,C0024109
14586478,C1457887
14585412,C0015252
14585412,C0040736
14585412,C0021853
14585412,C0230168
14585412,C0027651
14585412,C0184661
14585412,C0016045
14585412,C0025474
14585412,C0021852
14582565,C0027651
14582565,C0746883
14582565,C0004610
14582565,C0450254
14582565,C1764827
14582565,C0338237
14582565,C0003232
14574780,C0036974
14574780,C0332572
14574780,C0007097
14574780,C0007531
14573360,C0334227
14573360,C0162638
14573360,C0013227
14569783,C0006826
14569783,C1299916
14569783,C0002915
14565650,C0376545
14565650,C1142471
14565650,NA
14565650,C0087086
14565650,C0392386
14565650,C0940933
14565650,C0040053
14564172,C0032113
14564172,C1719672
14564172,C0022646
14561996,C0312594
14561996,C0201657
14561985,C0024299
14561985,C1504389
14561985,NA
14561985,C0043162
14561985,C0242602
14561985,C1328050
14561985,C3826993
14561985,C1517033
14561985,C0011065
14561985,C0026766
14561985,C0036690
14561985,C0032285
14561209,C0669372
14561209,C0857353
14534478,C0036690
14534478,C0262950
14525715,C0375268
14524237,C0085491
14522512,C0006826
14522512,C0023860
14522512,C0376545
14522512,C0001617
14522512,C0002680
14515922,C0751534
14515922,C0430462
14515922,C1332850
14515922,C3670832
14515382,C0013216
14515382,C0015967
14515382,C0746883
14515382,C0004623
14515382,C0278704
14515382,C0597198
14515382,C0042769
14506440,C0006413
14506440,C0501384
14506439,C2238079
14506439,C0152966
14506439,C0020967
14506439,C0032269
14506439,C0543488
13680115,C0010340
13680115,C0036983
13680115,C0376545
13680115,C1868981
13677288,C0015252
13677288,C0086582
