pmid,cui
3371045,NA
3133101,C0013216
3133101,C0733688
3133101,C0015133
3133101,C0205851
3133101,C0015252
3133101,C0595916
3133101,C0040808
3133101,C1708063
3287165,C0001824
3287165,C0006826
3287165,C0744471
3371220,C0004610
3371220,C0014118
3371220,C0015967
3371220,C0085496
3371220,C3665800
3371220,C0030842
3402582,C1142127
3402582,C0014518
3402582,C0376545
3402582,C0004610
3402582,C0018704
3358396,C0027651
3358396,C0030705
3358396,C0940933
3202966,C0006826
3202966,C0032105
3202966,C0036983
3202966,C2717970
3202966,C0036690
3202966,C0699919
3202966,C0243077
3202966,C0007425
3202966,C0521119
3384768,C0018155
3384768,C0036690
3384768,C0015967
3384768,C0018154
3384768,C0027651
3384768,C0199779
3384768,C0041044
3384768,C0042313
3384768,C0145106
2833558,C0015967
2833558,C0042036
2833558,C0022209
3356785,C0877445
3356785,C0007435
3356785,C0074992
3356785,C0199779
3356785,C0678026
3356785,C3272283
3287564,C0009402
3287564,C0009404
3287564,C0036690
3287564,C3714514
3287564,C0007102
3287564,C0024109
3287564,NA
3281982,C0004610
3281982,C4520898
3281982,C0029235
3278061,C0019932
3278061,C0036983
3278061,C0041368
3278061,C0178784
3278061,C0014264
3278061,C0014834
3278061,C0086418
3278061,C4321237
3278061,C0002871
3278061,C0003241
3162468,C0013812
3162468,C0023467
3162468,C0152972
3127617,C0004610
3127617,C0085669
3127617,C0005767
3127617,C0023884
3127617,C0042384
3405892,C0027651
3405892,C3714514
3257590,C0009402
3257590,C0039194
3257590,C0080202
3257590,C1518997
3257590,C0006434
3257590,C0036690
3257590,C0007546
3257590,C0014268
3257590,C0014806
3257590,C0027603
3257590,C0282090
3257590,C0455052
3257590,C0009566
3257590,C0940933
3334972,C0006826
3334972,C0596545
3334972,C1717820
3334972,C0001675
3334972,C1550225
3422227,C0205721
3422227,C1418464
3422227,C0022417
3352613,C0031350
3352613,C0043241
3352613,C0600327
3352613,C0543467
3352613,C0043210
3340456,C0006826
3340456,C0036690
3340456,C0011065
3340456,C0015967
3340456,C0445625
3337513,C0042313
3337513,C0006826
3337513,C0015967
3337513,C0023530
3337513,C1764827
3337513,C1299597
3285280,C0004623
3285280,C0040732
3285280,C0543467
3285280,C0037995
3280326,C0003232
3280326,C1516985
3280326,C1960455
3280326,C0001824
3280326,C0007735
3280326,C0040808
3280326,C0220898
3280326,C0744471
3280326,C3177188
3280326,C0002556
3280326,C0004610
3280326,C0033808
3280326,C0450254
3222667,C0004610
3222667,C0877445
3222667,C0036690
3222667,C0376545
3222667,C0007554
3222666,C0004610
3222666,C0877445
3222666,C0376545
3222666,C0001824
3222666,C0278252
3222666,C0040808
3165609,C0002874
3165609,C0036690
3164491,C0023473
3164491,C0036202
3164491,C0023479
3163173,C0085669
3163173,C0450442
3146202,C0036690
3146202,C0037995
3143864,C0178416
3135691,C1277200
3135691,NA
3135691,C0023884
3135691,C0240066
3135691,C0267797
3135691,C0494165
3135691,C0012634
3135691,C0027651
3135691,C0036690
3135691,C1539479
3127218,C0001824
3127218,C0004610
3127218,C0020517
3127218,C0027651
3127218,C0229671
3127218,C4289767
3127218,C0085669
3127218,C0521119
3127218,C0036690
3061575,C0006826
3061575,C0012634
3061575,C0036974
3051214,C0006826
3051214,C3714514
3051214,C1145640
3051214,C0018704
3051214,C1550225
3051214,C0392920
3051214,C0018155
3041561,C0036690
3041561,C0579233
3041561,C0001973
3041561,C0006826
3041561,C0038411
2970819,C0036690
2965122,C0009429
2965122,C0145106
2965122,C1136254
2965122,C1836348
2965122,C1764827
2965122,C0015967
2826639,C0004425
2826639,C0004561
2826639,C1706005
2892130,C0001824
2892130,C0744471
2892130,C1299597
2892130,C0006826
2892130,C0009429
2892130,C0002499
2892130,C0007559
2963306,C0015967
2963306,C0030771
2963306,C0034428
2963306,C0002556
2963306,C0023530
2963306,C0026458
2963306,C0007554
2963306,C0007559
2963306,C0304320
3481576,C0001824
3481576,C0004610
3481576,C0038362
3481576,C0085669
3481576,C0003232
3440744,C0004610
3440744,C3714514
3440744,C0029235
3440744,C0033809
3440744,C0080194
3440744,C0445623
3436159,C0001824
3436159,C0023434
3436159,C0036690
3436159,C0597134
3436159,C0005767
3436159,C0151773
3325236,C0036690
3325236,C0442867
3325236,C0023418
3325236,C0024299
3325236,C0280100
3325236,C0029235
3325236,C0040808
3323184,C0006826
3323184,C3714514
3323184,C0001824
3323184,C0940933
3323184,C0015967
3323184,C0026946
3323184,C1136254
3323184,C0042196
3323184,C0199176
3323184,C1171285
3323184,C3179010
2836645,C0019189
2836645,C0036690
3696842,C0009566
3696842,C0027651
3696842,C1550225
3696842,C0016832
3696842,C0038174
3696842,C0185115
3696842,C0860239
3117952,NA
3117952,C1292273
3117952,C0012739
3117952,C0221423
3117952,C0683317
3117952,C0023895
3117952,C0032143
3117952,C0151699
3117952,C0940931
3117952,C0019080
3117952,C0040053
2445041,C0193425
2445041,C1185740
2445041,C0265029
2445041,C0014518
2445041,C0203085
2445041,C0036983
2445041,C2037866
2445041,C0442867
3673587,C0024659
3673587,C0036690
3661509,C0036690
3661509,C0683517
3661509,C0199176
3661509,C0018799
3661509,C0015967
3661509,C0279027
3661509,C0282638
3452640,C0023418
3452640,C0024299
3452640,C0036686
3113713,C0017086
3113713,C0030851
3113713,C0036471
3113713,C0024305
3113713,C0085669
3113713,C0003232
3113713,C0543467
3113713,C0020431
3676672,C0031066
3676672,C0005560
3676672,C0033572
3676672,C0004610
3653359,C0152964
3653359,C0014518
3653359,C0004610
3313251,C0027651
3313251,C0036690
3477669,C0010711
3477669,C0023467
3477669,C0035052
3477669,C0152964
3477669,C0004610
3477669,C0038402
3477669,C0318157
3477669,C0376450
3477669,C0041044
3661928,C0032113
3661928,C0001339
3661928,C0026766
3661928,C1141926
3661928,C0016709
3618625,C0004610
3618625,C0006826
3618625,C0317763
3618625,C0036690
3618625,C0348000
3618625,C1145640
3474796,C0021851
3474796,C0221198
3474796,C0023467
3474796,C1112311
3474796,C0341321
3323564,C0023467
3323564,C0036690
2844338,C0036690
2844338,C3536784
2844338,C0021027
2844338,C0301944
2844338,C0009566
2844338,C0085297
3297282,C0071972
3297282,C3714514
3297282,C0015967
3297282,C0020933
3297282,C0014518
3297282,C0036572
3297282,C0003232
3648771,C0025080
3648771,C0442867
3648771,C0596545
3598563,C0003320
3598563,C0041361
3598563,C0042749
3598563,C0206190
3598563,C0024432
3598563,C1624602
3598563,C1764827
3598563,C0025914
3598563,C1521751
2959198,C0033972
2959198,C0085669
2959198,C0015967
2959198,C0018154
2959198,C0145106
2959198,C0280693
2959198,C0040808
2959198,C0004610
2959198,C0744471
3605136,C0006826
3605136,C0030705
3605136,C0036690
3605136,C0032285
3605136,C0003232
3605136,C0185115
3476024,C0023860
3476024,C0021051
3828963,C0024299
3828963,NA
3828963,C0019829
3828963,C3714514
3828963,C3272283
3295826,C0018916
3295826,C0030705
3295826,C0003232
3107413,C0030705
3107413,C0005423
3107413,C0008311
3107413,C0012359
3107413,C0008340
3107413,C0184893
3107413,C0235299
3107413,C1096155
3107413,C0000726
3107413,C0041618
3107413,C0008310
3107413,C0203085
3107413,C0817105
3107413,C0206058
3565430,C0004610
3565430,C0027651
3565430,C0085082
3565430,C0006826
3565430,C0036690
3565430,C1513120
3565430,C0029235
3470948,C0449411
3470948,C3714514
3470948,C0085082
3470948,C0205160
3470948,C0522281
3470948,C0319886
3469012,C1145640
3469012,C0376545
3469012,C0085590
3469012,C0040034
3469012,C0001824
3469012,C0018270
3469012,C0009450
3110368,C0004610
3557195,C0007430
3471752,C3714514
3471752,C0015967
3471752,C0282215
3471752,C0038826
3107937,C0596545
3107937,C0023418
3107937,C0179762
3107937,C0225845
3107937,C0750164
3107937,C0085671
3107937,C0009566
3107937,C0036690
3543421,C0302583
3543421,C0850054
3543421,C0023884
3543421,C0043406
3543421,C0205054
3557261,C0086524
3818940,C0026764
3818940,C0032285
3818940,C0036690
3818940,C0317968
3813594,C0004610
3813594,C0030705
3801989,C0343453
3819057,C0600327
3806156,C0006826
3806156,C0750164
3806156,C0596545
3806156,C0015967
3806156,C0179762
3791141,C0037303
3791141,C1261473
3791141,C0302327
3791141,C0679841
3791141,C0149543
3791141,C0013216
3791141,C0010934
3791141,C0042679
3791141,C0085752
3791141,C0013227
3597002,C0026764
3597002,C0332155
3597002,C0338130
3597002,C0021735
3574239,C0004610
3574239,C0701159
3574239,C0281267
3567701,C0085491
3556183,C0013516
3556183,C0878544
3469227,C0023449
3469227,C0276758
3428009,C0004610
3330008,C0036974
3330008,C0333508
3330008,C0041368
3312029,C0007559
3312029,C3714514
3312029,C0152060
3312029,C0016267
3312029,C0010592
3305194,C0338237
3304675,C0037993
3304675,C0012634
3304675,C0036690
3304675,C0037995
3304675,C0009566
3304675,C1834932
3304675,C0034606
3152938,C0009566
3152938,C0023530
3152938,C0036690
3152938,C0017189
3152938,C0038174
3152938,C0318153
3152938,C3714514
3152938,C0038402
3152938,C0318154
3152938,C0376545
3152914,C0013216
3152914,C0014834
3152914,C0445625
3152914,C0015967
3152914,C0023530
3152914,C0036690
3152914,C0040808
3122527,C0004610
3122527,C0376545
3122527,C0014118
3122527,C0152965
3122527,C0001824
3122527,C0023449
3122527,C0026764
3027992,C0032105
3027992,C1701084
3027992,C0003320
2836140,C0024432
2836140,C0002845
2836140,C1456820
2836140,C0036974
2836140,C0033684
3799637,C0004610
3799637,C0037284
3799637,C0343442
3799637,C0023443
3799637,C3714514
3799637,C0029118
3799637,C0450254
3799637,C0742115
3798026,C0030705
3798026,C0036690
3798026,C0229671
3798026,C0332155
3798026,C0006625
3798026,C0442867
3778148,C0026473
3778148,C0027950
3537217,C0006463
3537217,C0010583
3537217,C0877373
3537217,C0278611
3537217,C0027819
3537217,C0009429
3537217,C0543478
3469189,C0071972
3469189,C3714514
3469189,C3272903
3469189,C0033809
3469189,C0003232
3468101,C0008809
3468101,C1882518
3468101,C0015967
3468101,C0376545
3468101,C1708063
3468101,C0004610
3468101,C0015230
3465495,C0004610
3465495,C0029463
3465494,C0004610
3465494,C0023473
3465494,C0010148
3465494,C0029235
2877499,C0027651
3767541,C0006826
3767541,C0061622
3767541,C0524461
3767541,C0004610
3767541,C0029235
3767541,C0036690
3767065,C0459963
3767065,C0024109
3767065,C0012634
3767065,C0023884
3745971,C0027651
3745971,C0742006
3745971,C1550225
3745971,C0006826
3745971,C0225845
3745971,C0030705
3745971,C3714514
3468272,C0007549
3468272,C0023418
3468272,C3714514
3468272,C0220825
3468272,C0205100
3468272,C1457887
3468272,C0015230
3468272,C0229671
3468272,C0003232
3020157,C0085164
3020157,C0229671
3737076,C0002871
3737076,C0015967
3737076,C0038002
3737076,C0152964
3463939,C0006826
3463939,C0036690
3463939,C0085467
3463939,C0003232
3526155,C0009429
3526155,C0015967
3526155,C0023530
3526155,C0007559
3526155,C1844662
3748544,C0027540
3748544,C0023434
3748544,C0424810
3748544,C0040300
3748544,C0014392
3748544,C0027543
3748544,C0243026
3748544,C2706046
3532942,C0015967
3532942,C0071972
3532942,C0023530
3532942,C0314752
2944873,C0019065
2944873,C0023267
2944873,C0030797
2944873,C0740341
2944873,C0747111
2944873,C1320835
3526883,C0004610
3526883,C0085669
3526883,C0277797
3526883,C0278252
3526883,C0012739
3526883,C0019080
3526883,C0876973
3526883,C0338237
3526883,NA
3526883,C0003232
3724434,C0036690
3724434,C0280100
3724434,C0032285
3724434,C0036974
3724434,C2828040
3724434,C0023530
3724434,C3272903
3724434,C0040808
3521847,C0010583
3521847,C0010711
3521847,C0043162
3521847,C0194037
3521847,C0019829
3521847,C0024305
3521847,C0746343
3524218,C0282215
3524218,C0002556
3524218,C0015967
3524218,C3539957
3524218,C0036690
3524218,C3272903
3524218,C3714514
3524218,C0012634
3524218,C0014346
3717200,C0004610
3717200,C0877445
3717200,C0023467
3717200,C0162871
3524831,C0009402
3524831,C0066373
3097200,C0004610
3717193,C0001824
3717193,C0599739
3717193,C0744471
3717193,C0003232
3521273,C0001824
3521273,C0015967
3521273,C0338237
3521273,C0543419
3521273,C0040808
3521273,C0003238
3521273,C0150312
3521273,C1960455
3456820,C0036690
3456820,C0023418
3456820,C0277786
3456820,C0235574
3456820,C0282215
3461228,C0004610
3461228,C0023418
3738430,C0025289
3738430,C0036690
3738430,C0038410
3738430,C0019829
3701393,C0007439
3701393,C0013216
3701393,C0278704
3701393,C0009566
3701393,C0338237
3701393,C0011065
3701393,C0085590
3636334,C0002499
3636334,C1299597
3636334,C1960455
3636334,C0006826
3636334,C0076686
3636334,C0018155
3463775,C0007549
3463775,C0018939
3093598,C0036690
3093598,C1704729
3086583,C0392209
3086583,C0006675
3086583,C0162429
3086583,C0229671
3086583,C0016658
3086583,C1457887
3086583,C0029433
3086583,C0231218
3086583,C0029442
3715430,C0036690
3715430,C2238079
3012849,C0042749
3012849,C0872054
3012849,C0032105
3948366,C0036983
3948366,C0743400
3948366,C3278923
3948366,C0232177
3948366,C0340515
3948366,C0027061
3948366,C0018787
3948366,C0030054
3948366,C0178784
3739537,NA
3739537,C0004610
3739537,C0014518
3739537,C3898473
3739537,C0028778
3732328,C0008059
3732328,C0085393
3732328,C0442867
3700635,C0036690
3700635,C0023484
3083312,C0259961
3083312,C0030547
3083312,C0699889
3083312,C0013832
3083312,C0017725
3083312,C0042890
2424755,C0008809
2424755,C0229671
2424755,C1514521
2424755,C1519630
3950356,C0012634
3950356,C0011065
3950356,C0019557
3950356,C0018799
3950356,C0742985
3517447,C0027358
3463251,C0085669
3463251,C0023449
3463251,C0023467
3463251,C0005834
3461179,C0015967
3461179,C0023418
3082929,C0004610
3082929,C0032285
3082929,C0036983
3082201,C0151811
3082201,C0152972
3082201,C0948216
3008410,C1305923
3008410,NA
3008410,C0525037
3008410,C0966870
3008410,C1539357
3008410,C0042210
3944935,C0520990
3944935,C2603343
3944935,C0184893
3944935,C0206058
3944935,C0268790
3944935,C0685938
3944935,C0011065
3944935,C0036690
3944935,C0162869
3704547,C0026764
3512816,C0004610
3512816,C0027530
3512816,C1393571
3512816,C0039538
3512816,C3714514
3511469,C0014834
3456010,C0042776
3456010,C4049595
3456010,C1373218
3008409,C0017278
3008409,C0229671
3008409,C0042212
3008409,C2986386
3959642,C0004610
3959642,C0007097
3959642,C0032285
3959642,C0521367
3940846,C1145640
3940846,C0001824
3940846,C0023418
3940846,C3714514
3946487,C0392251
3946487,C1185740
3946487,C0600327
3946487,C0040548
3784983,C0152964
3784983,C0543467
3777827,C0230168
3777827,C0549379
3777827,C0278252
3777827,C0009566
3777827,C3698200
3777827,C0015252
3777827,C0184893
3633772,C0015525
3633772,C0033024
3633772,C0019536
3551139,C0596545
3485226,C0026398
3485226,C1453024
3485226,C3887634
3485226,C0024299
3456483,C0317948
3455909,C0004610
3455909,C0085669
3455909,C0023418
3455909,C0806957
3092464,C0040736
3088179,C0013216
3079946,C0042449
3079946,C0596545
3079946,C0750164
3079946,C1331418
4064709,C0001779
3937809,C0010340
3937809,C0597299
3937809,C0001339
3937809,C0023895
3937809,C0036690
3937809,C0162429
3937809,C0032120
3937809,C0002521
3937809,C0030705
3937809,C0002520
3937809,C0017797
3937809,C0001898
3904560,C0206674
3938465,C0036690
3938430,C0036690
3910730,C1708063
3910730,C0023467
3910730,C0011065
3910730,C0007559
3910730,C0013162
3910730,C0030705
3909337,C0018150
3909337,C0033809
3909337,C0241863
3909337,C0001699
3909337,C0004610
3909337,C0014344
3909337,C0014834
3909337,C0037199
3909337,C0450442
3909337,C1123023
3909337,C3714514
3909337,C0014346
3909337,C0029443
3909337,C0543467
3909337,C0004521
3909337,C2828040
2995510,C0042774
2995510,C0042338
2995510,C0078048
2995510,C0008049
2995510,C0042749
2995510,C0439663
2995510,C0042776
2934363,C0008809
2934363,C0036690
2934363,C0023449
2934363,C0026458
2934363,C0243026
2934363,C1882518
4056039,C0036983
4056039,C0743400
4056039,C0011581
4056039,C0225828
4056039,C0030705
4056039,C1290384
4056039,NA
4056039,C0878544
3913074,C0036690
3904046,C0037993
3851634,C0205721
3906298,C0013738
4057913,C0023418
4057913,C0036690
4057913,C0016832
4057913,C0018150
4057913,C0001617
4057913,C0086438
4036961,C0010403
4036961,C0017658
4036961,C0023443
4036961,C0027726
4036961,C0022646
4036961,C3714514
3927867,C0006826
3927867,C0748042
3927867,C0085669
3927867,C0036974
3927867,C0003232
3927867,C0002556
3927867,C0026458
3927867,C0023530
3927867,C0032285
3927867,C0278252
3863438,C0038412
3863438,C0009368
3863438,C1510483
2993441,C0001175
2993441,C0021747
2993441,C0036220
2993441,C0854621
2993441,NA
2993441,C0045143
2993441,C4321237
3863245,C0006132
3863245,C0026536
3863245,C0036690
3863245,C0037284
4079002,C0021440
4079002,C0002499
4079002,C3714514
4079002,C0033972
4079002,C0005779
4048386,C0085496
4048386,C0972401
4048386,C0009404
4048386,C0220825
4048386,C0162557
4048386,C0850572
4048386,C0021851
4048386,C0180694
4029572,C0004610
4029572,C0279027
4029572,C0475468
4029572,C0021107
4029572,C0282638
3908733,C3714514
3908733,C0066520
3908733,C0012634
3908733,C0036690
3908733,C0014834
3896158,C0333540
3896158,C0870810
3876599,C0007634
3876599,C0023434
3876599,C1527336
3860631,C0085669
3860631,C0276653
3860631,C2926606
3860631,C0001824
3891069,C0277800
3891069,C1535984
4057577,C0282215
4057577,C0085752
3925032,C0376545
3925032,C0744471
3925032,C0030705
3925032,C0005767
3925032,C0015733
3925032,C0014346
3925032,C0033809
3925032,C0004610
3925032,C0021853
3925032,C3540840
3924142,C0012739
3924142,C0033621
3924142,C0444263
3924142,C2603343
3924142,C0027361
3924142,scale
3924142,C0072348
3863970,C0085669
3863970,C0940933
3863970,C0015967
3863970,C1514832
3863970,C0023530
3863970,C3714514
3863970,C0016832
3863970,C0033697
2990072,C0005961
2990072,C0877635
2990072,C0042749
2990072,NA
2987351,C0085408
2987351,C0301872
2987351,C0025252
2987351,C0005889
2987351,C0229671
2987351,C0042749
2987351,C0035369
2987351,C0042210
2987351,C0243083
4022171,C0004610
4018065,C0445623
4018065,C0042446
4018065,C0004610
4018065,C0150312
4018065,C0011079
4017324,C0036983
4001997,C0006826
4001997,C0036690
4001997,C2732618
4001997,C0006142
4001997,C0085669
4001997,C1764827
4001997,C0013216
4001997,C1264774
4001997,C0205721
4001997,C2945640
4001996,C0344211
4001996,C0014118
2859823,C0004610
2859823,C0036690
2859823,C3714514
2859823,C0275524
2859823,C0008679
2859823,C0877373
4023526,C0001705
4023526,C0006826
4023526,C0013216
4023526,C3714514
4023526,C0029235
4023526,C0276085
4023526,C0002556
4023526,C3536856
4023337,C0005953
4023337,C0014520
4003893,C0016055
4003893,C0012634
3928495,C0002499
3928495,C0015967
3928495,C0376545
3928495,C0036690
3928495,C0229671
3923452,C0006826
3923452,C0877629
3891360,C0001824
3891360,C0036685
3891360,C0544570
3891360,C0003232
3891360,C0229671
3891360,NA
3857233,C0021853
3857233,C0343386
3857233,C0376545
3857233,C4289767
3857233,C0010868
3857233,C0015733
3857233,C0021851
3857233,C0004610
3838757,C0023434
3838757,C0320169
2980750,C0596545
3920242,C0023484
3920242,C0036690
3920242,C3697710
3920242,C0012739
3892449,C0004610
3892449,C0200949
3891869,C0036690
3891869,C0012634
3891869,C0029235
3891869,C0027651
3891869,C0014834
3891869,C0018483
3891869,C1265122
3891869,C1299043
3888943,C0338237
3888943,C0376545
3888943,C0007559
3888943,C0015967
3888943,C0025893
3982135,C3887486
3881075,C0004610
3881075,C0036114
3981021,C0009253
3981021,C0018150
3981021,C0006826
3981021,C0035237
3968676,C0041967
3938628,C0021051
3938628,C0152972
3938628,C0278252
3938628,C0338237
3938628,C1142182
3938628,C1704729
3921742,C3714514
3921742,C0055006
3911705,NA
3911705,C0006118
3911705,C0021880
3911705,C0429627
3911705,C0014264
3895236,C0042313
3855918,C0920425
3855918,C0030231
3855918,C3881208
2985037,C0004422
2985037,C1510438
2985037,C0021338
2985037,C0010583
2985037,C0042749
2985037,C0004425
2985037,C0024794
2866667,C0036690
2866667,C0085669
2866667,C0015967
2866667,C0023530
2866667,C0039231
2866667,C0520963
6528783,NA
6528783,C0005767
6528783,C0025303
6528783,C0001551
6528783,C0040135
6524903,C0009429
6524903,C0015967
6524903,C3714514
6524903,C0002499
6524903,C0007552
6524903,C1299597
6524903,C0744471
6524903,C0004610
6524903,C0014834
6524903,C0022727
6524903,C0033808
6520974,C0023418
6520974,C0036690
6520974,NA
6509454,C0085669
6509454,C1320408
6509454,C0009566
6509454,C0004610
6509454,C0029235
6509454,C0314752
6493297,C0025306
6493297,C0162429
6397875,C0041044
6239206,C3544327
6478412,C0002555
6478412,C0001824
6478412,C0006141
6478412,C0877373
6478412,C0030312
6591944,C0027022
6591944,C0151683
6591944,C0004448
6591944,C0023473
6591944,C3463824
6591944,C0302090
6095518,C1261356
6095518,C0055670
6095518,C0042749
6093279,C0009063
6093279,C0024109
6520990,C0085669
6508260,C0015967
6508260,C0042313
6508260,C1299597
6508260,C3714514
6508260,C0003238
6471184,C0042027
6471184,C0019994
6471184,C0205721
6471184,C0278252
6471184,C3272283
6471183,C0042027
6471183,C0023896
6471183,C0342302
6384377,C0199176
6384377,C0023530
6384377,C0023467
6384377,C0004610
6483241,C0022100
6483241,C0031153
6748211,C0036690
6741885,C0023418
6741885,C0024299
6741885,C0036690
6741885,C0038174
6741885,C1764827
6741885,C0013216
6741885,C0004448
6741885,C0205992
6741885,C0376545
6741885,C1136254
6738951,C0004610
6738951,C1836348
6471857,C1550225
6471857,C0018939
6471857,C3714514
6471857,C0030705
6471857,C0150312
6469595,C0023434
6469595,C0029443
6469595,C0877445
6469595,C0006837
6469595,C0038293
6469595,C0043251
6469595,C0278839
6469595,C0002679
6469595,C0016278
6469595,C0153252
6087753,C0877629
6087753,C0022625
6087753,C1514832
6087753,C3845876
6087753,C0035052
6087753,C0279516
6087753,C0718566
6593472,C0037210
6593472,C0442867
6593472,C0021440
6593472,NA
6589942,C3714514
6589942,C0018155
6436553,C0004610
6436553,C0018939
6436553,C0003232
6436553,C0015252
6436553,C0178913
6436553,C1136254
6436553,C0033809
6436553,C0038172
6436553,C0338237
6436553,C0030705
6436553,C0204727
6429866,C0004610
6429866,C0024299
6429866,C0025289
6429866,C0004590
6386692,C0020028
6386692,C0200949
6386692,C0004610
6386692,C0543467
6386692,C0030842
6386692,C3854019
6377003,C0006826
6377003,C0742006
6377003,C0021107
6377003,C0179762
6377003,C3714514
6377003,C0023530
6377003,C0018704
6328031,C0004422
6328031,C0042769
6328031,C0012854
6328031,C0042749
6328031,C1514892
6328031,C0032105
6328031,C0024264
6328031,C0040300
6482550,C0004610
6468369,C0023884
6468369,C0277554
6468369,C0029235
6468369,C0036690
6468369,C0243026
6468369,C0006142
6468369,C0011849
6468369,C0857891
6468369,C0023890
6091225,C0002874
6091225,C0005961
6091225,C0023418
6091225,C0042749
6091225,C0030312
6091225,C1457887
6091225,C0150312
6091225,C0476442
6091225,NA
6091225,C0011900
6712467,C0036690
6712467,C0315096
6712467,C0015385
6712467,C0543467
6590467,C0001824
6590467,C0036690
6590467,C0024959
6590467,C0085669
6590467,C0012739
6590467,C0241115
6587017,C1655270
6587017,C0013227
6587017,C0005558
6587017,C0009566
6547764,C0010340
6547764,C0020966
6372918,C1167395
6090722,C0002556
6090722,C0007556
6090722,C0036690
6369978,C0012634
6369978,C0086548
6369978,C0947647
6369978,C0005770
6369978,C0678341
6331362,C0017279
6331362,C0040300
6331362,C0042760
6331362,C0178784
6331362,C0009780
6331362,C0025255
6331362,C0001924
6331362,C0029954
6331362,C0037993
6331362,C0201284
6331362,C0771377
6737693,C0026946
6737693,C0376545
6737693,C0025942
6737693,C2911632
6737693,C0014868
6737693,C0239295
6737693,C0205054
6737693,C0003308
6737693,C0553576
6728702,C0036690
6728702,C0012634
6728702,C0238748
6728702,C0314752
6728702,C0025289
6728702,C0238124
6728702,C0276085
6728702,C0002874
6728702,C0085669
6728702,C0021359
6718932,C0004613
6718932,C0019994
6718932,C1836348
6718932,C0004642
6718932,C0005767
6718932,C0004663
6718932,C0024109
6718932,C0003232
6718932,C0949083
6718932,C0032285
6700232,C0004610
6700232,C0275524
6586853,C0036690
6586853,C0022877
6427760,C0030705
6427760,C0742006
6427760,C0860239
6427760,C0030548
6427760,C1764827
6427760,C0003232
6427760,C0085653
6427760,C0002556
6427760,C0042313
6368906,C0001824
6368906,C3714514
6368906,C0338237
6368906,C0023416
6368906,C0005841
6368245,C0036685
6368245,C0376545
6368245,C0744471
6368245,C0002475
6368245,C0036983
6319496,C0398341
6319496,C0032105
6319496,C0036238
6319496,C0229671
6319496,C1422036
6319496,C0003320
6319496,C1539357
6319496,C0015767
6319496,C0003261
6199481,C0008838
6199481,C0010927
6199481,C0005740
6199481,C0278883
6199481,C0574032
6199481,C0600688
6199481,scale
6199481,C0072634
6748435,C0027695
6581852,C1514832
6581852,C0023467
6581852,C1262313
6561000,C0001138
6561000,C0205721
6561000,C1515119
6561000,C0581602
6362954,C0000726
6362954,C1881358
6362954,C3544329
6319286,C0027651
6319286,C1539479
6319286,NA
6319286,C0016057
6319286,C0920616
6319286,C0431085
6690007,C0085669
6690007,C0745442
6690007,C0750164
6690007,C0441131
6690007,C0004610
6690007,C0029921
6690007,C0742007
6749006,C0006826
6749006,C0036690
6749006,C0199779
6749006,C0679246
6740248,C0004623
6740248,C0026764
6740248,C0014834
6740248,C0038410
6740248,C0042027
6740248,C0042449
6740248,C0036690
6740248,C0205721
6740248,C0600061
6610926,C0036690
6610926,C0009062
6610926,C0019621
6610926,C0023449
6610926,C0079731
6610926,C0015967
6610926,C0020649
6610926,C0740651
6610926,C3826556
6607549,C0016006
6607549,C0002191
6607549,C0006560
6607549,C0016055
6607549,C0018595
6607549,C0029297
6607549,C0032105
6537916,C0011065
6537916,C0338237
6537916,C1960455
6537916,C0001824
6537916,C0004623
6537916,NA
6537916,C0877373
6504495,C0002555
6504495,C0023530
6504495,C0036690
6504495,C0678222
6470481,C0004610
6470481,C0445623
6364327,C0009450
6364327,C0940933
6364327,C0005961
6364327,C0026724
6364327,C1123023
6364327,C0006837
6364327,C0015967
6364327,C0001699
6364327,C0040808
6364327,C1883256
6364327,C0042769
6140545,C0023418
6140545,C0318157
6140545,C0036690
6140545,C0318146
6140545,C0677881
6140545,C2827774
6640505,C1550225
6640505,C0006826
6640505,C0677881
6640505,C0018154
6640505,C0001168
6640505,C0031507
6640505,C0004610
6640505,C0030705
6641468,C0152964
6641468,C0221198
6641468,C0017178
6641468,C0039082
6641468,C0004610
6197043,C1504490
6197043,C0004610
6197043,C0014518
6197043,C0018994
6197043,C0023885
6197043,C0877373
6197043,C0009566
6643671,C0004610
6643671,C1333963
6643671,C0005767
6556179,C0023418
6318192,C0020649
6318192,C0027651
6318192,C3818725
6318192,C1655753
6318192,C0027358
6316819,C0014441
6316819,NA
6316819,C0007450
6316819,C0229671
6316819,C0016318
6316819,C0017279
6316819,C0023516
6316819,C0042749
6605852,C0121772
6605852,C1185740
6605852,C0023884
6605852,C0018483
6579507,C0023418
6579507,C0684256
6579507,C0004623
6579507,C0023449
6579507,C0013216
6579507,C0036690
6576844,C0023418
6576844,C0011065
6576844,C0948382
6417027,C0085669
6417027,C0231243
6417027,C0040739
6417027,C1116142
6417027,C0004610
6417027,C0206061
6356635,C0267834
6312088,C0042749
6312088,C0008654
6231664,C0543467
6310998,C0002435
6310998,C0015967
6310998,C0036690
6310998,C3714514
6310998,C0006976
6310998,C0007557
6310998,C0040193
6310998,C1710038
6349334,C3714514
6349334,C0011065
6349341,C0004610
6359430,C0023510
6304574,C0019169
6409207,C0036690
6409207,C0024299
6409207,C0200949
6409207,C0003232
6409207,C0015967
6854840,C0179762
6619217,C0220825
